folder,image_name,label
COVID/,COVID-650,1
COVID/,COVID-430,1
COVID/,COVID-2008,1
COVID/,COVID-2524,1
COVID/,COVID-654,1
COVID/,COVID-2578,1
COVID/,COVID-1397,1
COVID/,COVID-370,1
COVID/,COVID-2818,1
COVID/,COVID-1315,1
COVID/,COVID-1827,1
COVID/,COVID-3414,1
COVID/,COVID-2348,1
COVID/,COVID-3534,1
COVID/,COVID-2293,1
COVID/,COVID-673,1
COVID/,COVID-2852,1
COVID/,COVID-3371,1
COVID/,COVID-1151,1
COVID/,COVID-3019,1
COVID/,COVID-3309,1
COVID/,COVID-2481,1
COVID/,COVID-442,1
COVID/,COVID-2900,1
COVID/,COVID-96,1
COVID/,COVID-3513,1
COVID/,COVID-3444,1
COVID/,COVID-2640,1
COVID/,COVID-169,1
COVID/,COVID-207,1
COVID/,COVID-1787,1
COVID/,COVID-2841,1
COVID/,COVID-493,1
COVID/,COVID-2374,1
COVID/,COVID-1224,1
COVID/,COVID-3349,1
COVID/,COVID-1972,1
COVID/,COVID-1808,1
COVID/,COVID-700,1
COVID/,COVID-1358,1
COVID/,COVID-2823,1
COVID/,COVID-836,1
COVID/,COVID-1486,1
COVID/,COVID-636,1
COVID/,COVID-70,1
COVID/,COVID-3494,1
COVID/,COVID-2048,1
COVID/,COVID-1210,1
COVID/,COVID-2299,1
COVID/,COVID-576,1
COVID/,COVID-331,1
COVID/,COVID-3369,1
COVID/,COVID-3284,1
COVID/,COVID-2088,1
COVID/,COVID-1885,1
COVID/,COVID-2603,1
COVID/,COVID-191,1
COVID/,COVID-1743,1
COVID/,COVID-1349,1
COVID/,COVID-141,1
COVID/,COVID-2805,1
COVID/,COVID-1920,1
COVID/,COVID-3448,1
COVID/,COVID-1512,1
COVID/,COVID-2679,1
COVID/,COVID-2284,1
COVID/,COVID-2858,1
COVID/,COVID-651,1
COVID/,COVID-3600,1
COVID/,COVID-3088,1
COVID/,COVID-1684,1
COVID/,COVID-2773,1
COVID/,COVID-2648,1
COVID/,COVID-3385,1
COVID/,COVID-2198,1
COVID/,COVID-2395,1
COVID/,COVID-2490,1
COVID/,COVID-3422,1
COVID/,COVID-310,1
COVID/,COVID-1828,1
COVID/,COVID-173,1
COVID/,COVID-1049,1
COVID/,COVID-3460,1
COVID/,COVID-3462,1
COVID/,COVID-2312,1
COVID/,COVID-1891,1
COVID/,COVID-2493,1
COVID/,COVID-3353,1
COVID/,COVID-2840,1
COVID/,COVID-1403,1
COVID/,COVID-1744,1
COVID/,COVID-1007,1
COVID/,COVID-131,1
COVID/,COVID-2037,1
COVID/,COVID-1066,1
COVID/,COVID-339,1
COVID/,COVID-905,1
COVID/,COVID-972,1
COVID/,COVID-252,1
COVID/,COVID-2655,1
COVID/,COVID-2462,1
COVID/,COVID-3221,1
COVID/,COVID-421,1
COVID/,COVID-3592,1
COVID/,COVID-3135,1
COVID/,COVID-2295,1
COVID/,COVID-1062,1
COVID/,COVID-190,1
COVID/,COVID-3452,1
COVID/,COVID-956,1
COVID/,COVID-1992,1
COVID/,COVID-1377,1
COVID/,COVID-225,1
COVID/,COVID-1517,1
COVID/,COVID-2110,1
COVID/,COVID-2656,1
COVID/,COVID-233,1
COVID/,COVID-3546,1
COVID/,COVID-605,1
COVID/,COVID-3299,1
COVID/,COVID-2435,1
COVID/,COVID-1032,1
COVID/,COVID-820,1
COVID/,COVID-952,1
COVID/,COVID-3027,1
COVID/,COVID-3593,1
COVID/,COVID-1305,1
COVID/,COVID-2120,1
COVID/,COVID-1879,1
COVID/,COVID-629,1
COVID/,COVID-288,1
COVID/,COVID-3024,1
COVID/,COVID-3450,1
COVID/,COVID-3535,1
COVID/,COVID-1019,1
COVID/,COVID-842,1
COVID/,COVID-3327,1
COVID/,COVID-3128,1
COVID/,COVID-3073,1
COVID/,COVID-1505,1
COVID/,COVID-2443,1
COVID/,COVID-1246,1
COVID/,COVID-317,1
COVID/,COVID-713,1
COVID/,COVID-946,1
COVID/,COVID-3222,1
COVID/,COVID-2234,1
COVID/,COVID-1104,1
COVID/,COVID-3430,1
COVID/,COVID-1502,1
COVID/,COVID-2409,1
COVID/,COVID-1155,1
COVID/,COVID-2760,1
COVID/,COVID-2768,1
COVID/,COVID-2328,1
COVID/,COVID-1436,1
COVID/,COVID-2420,1
COVID/,COVID-417,1
COVID/,COVID-559,1
COVID/,COVID-1966,1
COVID/,COVID-472,1
COVID/,COVID-953,1
COVID/,COVID-1775,1
COVID/,COVID-573,1
COVID/,COVID-496,1
COVID/,COVID-3051,1
COVID/,COVID-509,1
COVID/,COVID-2028,1
COVID/,COVID-1041,1
COVID/,COVID-801,1
COVID/,COVID-100,1
COVID/,COVID-1773,1
COVID/,COVID-299,1
COVID/,COVID-1401,1
COVID/,COVID-3305,1
COVID/,COVID-2224,1
COVID/,COVID-2063,1
COVID/,COVID-815,1
COVID/,COVID-848,1
COVID/,COVID-1136,1
COVID/,COVID-1555,1
COVID/,COVID-3183,1
COVID/,COVID-204,1
COVID/,COVID-3542,1
COVID/,COVID-601,1
COVID/,COVID-1237,1
COVID/,COVID-3068,1
COVID/,COVID-2007,1
COVID/,COVID-2171,1
COVID/,COVID-1097,1
COVID/,COVID-2847,1
COVID/,COVID-1895,1
COVID/,COVID-150,1
COVID/,COVID-2668,1
COVID/,COVID-2605,1
COVID/,COVID-730,1
COVID/,COVID-2040,1
COVID/,COVID-1366,1
COVID/,COVID-3262,1
COVID/,COVID-1408,1
COVID/,COVID-1112,1
COVID/,COVID-799,1
COVID/,COVID-2826,1
COVID/,COVID-3484,1
COVID/,COVID-1098,1
COVID/,COVID-1026,1
COVID/,COVID-689,1
COVID/,COVID-2696,1
COVID/,COVID-2487,1
COVID/,COVID-1071,1
COVID/,COVID-2869,1
COVID/,COVID-1393,1
COVID/,COVID-2099,1
COVID/,COVID-1527,1
COVID/,COVID-549,1
COVID/,COVID-602,1
COVID/,COVID-3418,1
COVID/,COVID-2862,1
COVID/,COVID-3402,1
COVID/,COVID-2617,1
COVID/,COVID-1479,1
COVID/,COVID-3481,1
COVID/,COVID-1172,1
COVID/,COVID-116,1
COVID/,COVID-587,1
COVID/,COVID-1637,1
COVID/,COVID-149,1
COVID/,COVID-2066,1
COVID/,COVID-1409,1
COVID/,COVID-2789,1
COVID/,COVID-440,1
COVID/,COVID-743,1
COVID/,COVID-389,1
COVID/,COVID-1286,1
COVID/,COVID-401,1
COVID/,COVID-3194,1
COVID/,COVID-2128,1
COVID/,COVID-1021,1
COVID/,COVID-1941,1
COVID/,COVID-1845,1
COVID/,COVID-283,1
COVID/,COVID-3312,1
COVID/,COVID-1870,1
COVID/,COVID-1147,1
COVID/,COVID-3161,1
COVID/,COVID-3278,1
COVID/,COVID-2756,1
COVID/,COVID-3495,1
COVID/,COVID-1158,1
COVID/,COVID-714,1
COVID/,COVID-351,1
COVID/,COVID-2868,1
COVID/,COVID-2149,1
COVID/,COVID-3549,1
COVID/,COVID-942,1
COVID/,COVID-1516,1
COVID/,COVID-1852,1
COVID/,COVID-517,1
COVID/,COVID-471,1
COVID/,COVID-777,1
COVID/,COVID-3118,1
COVID/,COVID-565,1
COVID/,COVID-2157,1
COVID/,COVID-2551,1
COVID/,COVID-2221,1
COVID/,COVID-3502,1
COVID/,COVID-447,1
COVID/,COVID-369,1
COVID/,COVID-1273,1
COVID/,COVID-2188,1
COVID/,COVID-613,1
COVID/,COVID-1488,1
COVID/,COVID-302,1
COVID/,COVID-1356,1
COVID/,COVID-134,1
COVID/,COVID-1298,1
COVID/,COVID-1165,1
COVID/,COVID-1319,1
COVID/,COVID-1824,1
COVID/,COVID-2602,1
COVID/,COVID-198,1
COVID/,COVID-652,1
COVID/,COVID-446,1
COVID/,COVID-92,1
COVID/,COVID-1820,1
COVID/,COVID-3006,1
COVID/,COVID-2908,1
COVID/,COVID-2205,1
COVID/,COVID-2211,1
COVID/,COVID-754,1
COVID/,COVID-3166,1
COVID/,COVID-3075,1
COVID/,COVID-2860,1
COVID/,COVID-1269,1
COVID/,COVID-2237,1
COVID/,COVID-1284,1
COVID/,COVID-925,1
COVID/,COVID-1556,1
COVID/,COVID-3490,1
COVID/,COVID-570,1
COVID/,COVID-2785,1
COVID/,COVID-1201,1
COVID/,COVID-2806,1
COVID/,COVID-2870,1
COVID/,COVID-20,1
COVID/,COVID-2189,1
COVID/,COVID-213,1
COVID/,COVID-2985,1
COVID/,COVID-2242,1
COVID/,COVID-269,1
COVID/,COVID-1281,1
COVID/,COVID-2838,1
COVID/,COVID-1843,1
COVID/,COVID-849,1
COVID/,COVID-794,1
COVID/,COVID-2074,1
COVID/,COVID-1596,1
COVID/,COVID-2587,1
COVID/,COVID-432,1
COVID/,COVID-3233,1
COVID/,COVID-585,1
COVID/,COVID-2831,1
COVID/,COVID-3533,1
COVID/,COVID-2911,1
COVID/,COVID-1022,1
COVID/,COVID-2051,1
COVID/,COVID-1282,1
COVID/,COVID-2131,1
COVID/,COVID-2126,1
COVID/,COVID-1853,1
COVID/,COVID-3476,1
COVID/,COVID-3363,1
COVID/,COVID-1439,1
COVID/,COVID-2867,1
COVID/,COVID-2049,1
COVID/,COVID-2442,1
COVID/,COVID-2334,1
COVID/,COVID-1225,1
COVID/,COVID-2125,1
COVID/,COVID-3224,1
COVID/,COVID-1109,1
COVID/,COVID-2526,1
COVID/,COVID-1438,1
COVID/,COVID-658,1
COVID/,COVID-2822,1
COVID/,COVID-1863,1
COVID/,COVID-2482,1
COVID/,COVID-228,1
COVID/,COVID-61,1
COVID/,COVID-676,1
COVID/,COVID-2122,1
COVID/,COVID-1002,1
COVID/,COVID-575,1
COVID/,COVID-1421,1
COVID/,COVID-2381,1
COVID/,COVID-1272,1
COVID/,COVID-1693,1
COVID/,COVID-2245,1
COVID/,COVID-1980,1
COVID/,COVID-492,1
COVID/,COVID-634,1
COVID/,COVID-383,1
COVID/,COVID-2537,1
COVID/,COVID-511,1
COVID/,COVID-1083,1
COVID/,COVID-1817,1
COVID/,COVID-364,1
COVID/,COVID-2556,1
COVID/,COVID-1701,1
COVID/,COVID-208,1
COVID/,COVID-1117,1
COVID/,COVID-2804,1
COVID/,COVID-1597,1
COVID/,COVID-24,1
COVID/,COVID-2879,1
COVID/,COVID-3589,1
COVID/,COVID-1886,1
COVID/,COVID-484,1
COVID/,COVID-260,1
COVID/,COVID-168,1
COVID/,COVID-97,1
COVID/,COVID-319,1
COVID/,COVID-1697,1
COVID/,COVID-1651,1
COVID/,COVID-434,1
COVID/,COVID-1020,1
COVID/,COVID-1538,1
COVID/,COVID-966,1
COVID/,COVID-2593,1
COVID/,COVID-158,1
COVID/,COVID-894,1
COVID/,COVID-1180,1
COVID/,COVID-3121,1
COVID/,COVID-882,1
COVID/,COVID-3441,1
COVID/,COVID-3392,1
COVID/,COVID-1390,1
COVID/,COVID-1791,1
COVID/,COVID-2527,1
COVID/,COVID-3461,1
COVID/,COVID-295,1
COVID/,COVID-3192,1
COVID/,COVID-287,1
COVID/,COVID-9,1
COVID/,COVID-725,1
COVID/,COVID-2686,1
COVID/,COVID-1814,1
COVID/,COVID-414,1
COVID/,COVID-633,1
COVID/,COVID-1372,1
COVID/,COVID-285,1
COVID/,COVID-1060,1
COVID/,COVID-152,1
COVID/,COVID-2105,1
COVID/,COVID-2321,1
COVID/,COVID-46,1
COVID/,COVID-1296,1
COVID/,COVID-1531,1
COVID/,COVID-1470,1
COVID/,COVID-1627,1
COVID/,COVID-1468,1
COVID/,COVID-1731,1
COVID/,COVID-1351,1
COVID/,COVID-873,1
COVID/,COVID-2404,1
COVID/,COVID-3616,1
COVID/,COVID-2674,1
COVID/,COVID-2439,1
COVID/,COVID-2830,1
COVID/,COVID-716,1
COVID/,COVID-3185,1
COVID/,COVID-1323,1
COVID/,COVID-2915,1
COVID/,COVID-1336,1
COVID/,COVID-2630,1
COVID/,COVID-1442,1
COVID/,COVID-2811,1
COVID/,COVID-1036,1
COVID/,COVID-520,1
COVID/,COVID-604,1
COVID/,COVID-3171,1
COVID/,COVID-1191,1
COVID/,COVID-2005,1
COVID/,COVID-580,1
COVID/,COVID-153,1
COVID/,COVID-1589,1
COVID/,COVID-3062,1
COVID/,COVID-962,1
COVID/,COVID-2109,1
COVID/,COVID-2170,1
COVID/,COVID-124,1
COVID/,COVID-783,1
COVID/,COVID-2148,1
COVID/,COVID-2650,1
COVID/,COVID-3492,1
COVID/,COVID-1169,1
COVID/,COVID-530,1
COVID/,COVID-1316,1
COVID/,COVID-1238,1
COVID/,COVID-2625,1
COVID/,COVID-77,1
COVID/,COVID-2214,1
COVID/,COVID-114,1
COVID/,COVID-2497,1
COVID/,COVID-2194,1
COVID/,COVID-3035,1
COVID/,COVID-32,1
COVID/,COVID-1649,1
COVID/,COVID-306,1
COVID/,COVID-2797,1
COVID/,COVID-289,1
COVID/,COVID-2774,1
COVID/,COVID-3096,1
COVID/,COVID-1061,1
COVID/,COVID-2703,1
COVID/,COVID-2445,1
COVID/,COVID-3613,1
COVID/,COVID-1578,1
COVID/,COVID-1426,1
COVID/,COVID-2073,1
COVID/,COVID-1964,1
COVID/,COVID-1352,1
COVID/,COVID-2027,1
COVID/,COVID-3037,1
COVID/,COVID-2824,1
COVID/,COVID-3515,1
COVID/,COVID-2843,1
COVID/,COVID-3584,1
COVID/,COVID-2055,1
COVID/,COVID-1780,1
COVID/,COVID-1190,1
COVID/,COVID-2982,1
COVID/,COVID-2430,1
COVID/,COVID-2472,1
COVID/,COVID-1287,1
COVID/,COVID-1532,1
COVID/,COVID-521,1
COVID/,COVID-1795,1
COVID/,COVID-2373,1
COVID/,COVID-3047,1
COVID/,COVID-3376,1
COVID/,COVID-1794,1
COVID/,COVID-1993,1
COVID/,COVID-2098,1
COVID/,COVID-2384,1
COVID/,COVID-2592,1
COVID/,COVID-2206,1
COVID/,COVID-2810,1
COVID/,COVID-1636,1
COVID/,COVID-715,1
COVID/,COVID-2138,1
COVID/,COVID-2801,1
COVID/,COVID-3093,1
COVID/,COVID-1592,1
COVID/,COVID-2034,1
COVID/,COVID-845,1
COVID/,COVID-1072,1
COVID/,COVID-548,1
COVID/,COVID-1772,1
COVID/,COVID-3311,1
COVID/,COVID-3465,1
COVID/,COVID-3345,1
COVID/,COVID-757,1
COVID/,COVID-779,1
COVID/,COVID-3138,1
COVID/,COVID-3275,1
COVID/,COVID-1741,1
COVID/,COVID-924,1
COVID/,COVID-1677,1
COVID/,COVID-1099,1
COVID/,COVID-482,1
COVID/,COVID-2041,1
COVID/,COVID-2991,1
COVID/,COVID-3570,1
COVID/,COVID-405,1
COVID/,COVID-3127,1
COVID/,COVID-78,1
COVID/,COVID-239,1
COVID/,COVID-2090,1
COVID/,COVID-1746,1
COVID/,COVID-1520,1
COVID/,COVID-826,1
COVID/,COVID-2166,1
COVID/,COVID-3136,1
COVID/,COVID-667,1
COVID/,COVID-1299,1
COVID/,COVID-1304,1
COVID/,COVID-1394,1
COVID/,COVID-2062,1
COVID/,COVID-2969,1
COVID/,COVID-2967,1
COVID/,COVID-2059,1
COVID/,COVID-1069,1
COVID/,COVID-2815,1
COVID/,COVID-938,1
COVID/,COVID-735,1
COVID/,COVID-1635,1
COVID/,COVID-3055,1
COVID/,COVID-974,1
COVID/,COVID-459,1
COVID/,COVID-1752,1
COVID/,COVID-2791,1
COVID/,COVID-2327,1
COVID/,COVID-2772,1
COVID/,COVID-1643,1
COVID/,COVID-1987,1
COVID/,COVID-254,1
COVID/,COVID-1194,1
COVID/,COVID-1912,1
COVID/,COVID-2916,1
COVID/,COVID-2864,1
COVID/,COVID-1519,1
COVID/,COVID-1303,1
COVID/,COVID-1804,1
COVID/,COVID-1632,1
COVID/,COVID-798,1
COVID/,COVID-3272,1
COVID/,COVID-2856,1
COVID/,COVID-1134,1
COVID/,COVID-3253,1
COVID/,COVID-2202,1
COVID/,COVID-1638,1
COVID/,COVID-1261,1
COVID/,COVID-2618,1
COVID/,COVID-1981,1
COVID/,COVID-2018,1
COVID/,COVID-2228,1
COVID/,COVID-1037,1
COVID/,COVID-1380,1
COVID/,COVID-741,1
COVID/,COVID-3321,1
COVID/,COVID-505,1
COVID/,COVID-163,1
COVID/,COVID-1974,1
COVID/,COVID-1558,1
COVID/,COVID-2297,1
COVID/,COVID-2325,1
COVID/,COVID-1415,1
COVID/,COVID-3219,1
COVID/,COVID-3102,1
COVID/,COVID-2657,1
COVID/,COVID-2609,1
COVID/,COVID-2068,1
COVID/,COVID-2741,1
COVID/,COVID-1010,1
COVID/,COVID-2001,1
COVID/,COVID-476,1
COVID/,COVID-2424,1
COVID/,COVID-519,1
COVID/,COVID-3585,1
COVID/,COVID-1226,1
COVID/,COVID-2496,1
COVID/,COVID-1280,1
COVID/,COVID-1255,1
COVID/,COVID-3163,1
COVID/,COVID-2532,1
COVID/,COVID-336,1
COVID/,COVID-359,1
COVID/,COVID-1682,1
COVID/,COVID-2994,1
COVID/,COVID-2647,1
COVID/,COVID-2664,1
COVID/,COVID-3403,1
COVID/,COVID-811,1
COVID/,COVID-2569,1
COVID/,COVID-437,1
COVID/,COVID-1821,1
COVID/,COVID-3061,1
COVID/,COVID-738,1
COVID/,COVID-1184,1
COVID/,COVID-2116,1
COVID/,COVID-1553,1
COVID/,COVID-976,1
COVID/,COVID-679,1
COVID/,COVID-2400,1
COVID/,COVID-2581,1
COVID/,COVID-704,1
COVID/,COVID-1025,1
COVID/,COVID-3457,1
COVID/,COVID-3281,1
COVID/,COVID-770,1
COVID/,COVID-1121,1
COVID/,COVID-1042,1
COVID/,COVID-2153,1
COVID/,COVID-3012,1
COVID/,COVID-2713,1
COVID/,COVID-2853,1
COVID/,COVID-3,1
COVID/,COVID-2121,1
COVID/,COVID-1474,1
COVID/,COVID-1734,1
COVID/,COVID-3065,1
COVID/,COVID-3245,1
COVID/,COVID-3324,1
COVID/,COVID-941,1
COVID/,COVID-2183,1
COVID/,COVID-705,1
COVID/,COVID-3114,1
COVID/,COVID-3361,1
COVID/,COVID-236,1
COVID/,COVID-1781,1
COVID/,COVID-2036,1
COVID/,COVID-853,1
COVID/,COVID-1609,1
COVID/,COVID-394,1
COVID/,COVID-1979,1
COVID/,COVID-2689,1
COVID/,COVID-1064,1
COVID/,COVID-2902,1
COVID/,COVID-1211,1
COVID/,COVID-702,1
COVID/,COVID-1678,1
COVID/,COVID-1601,1
COVID/,COVID-645,1
COVID/,COVID-2341,1
COVID/,COVID-3368,1
COVID/,COVID-165,1
COVID/,COVID-599,1
COVID/,COVID-772,1
COVID/,COVID-983,1
COVID/,COVID-589,1
COVID/,COVID-67,1
COVID/,COVID-737,1
COVID/,COVID-2615,1
COVID/,COVID-2199,1
COVID/,COVID-949,1
COVID/,COVID-939,1
COVID/,COVID-921,1
COVID/,COVID-2594,1
COVID/,COVID-2444,1
COVID/,COVID-2714,1
COVID/,COVID-887,1
COVID/,COVID-2910,1
COVID/,COVID-1830,1
COVID/,COVID-3404,1
COVID/,COVID-685,1
COVID/,COVID-2965,1
COVID/,COVID-1293,1
COVID/,COVID-2854,1
COVID/,COVID-344,1
COVID/,COVID-1536,1
COVID/,COVID-435,1
COVID/,COVID-3249,1
COVID/,COVID-2095,1
COVID/,COVID-28,1
COVID/,COVID-3167,1
COVID/,COVID-1867,1
COVID/,COVID-456,1
COVID/,COVID-2452,1
COVID/,COVID-3042,1
COVID/,COVID-2887,1
COVID/,COVID-1846,1
COVID/,COVID-623,1
COVID/,COVID-2690,1
COVID/,COVID-2241,1
COVID/,COVID-807,1
COVID/,COVID-1554,1
COVID/,COVID-3058,1
COVID/,COVID-273,1
COVID/,COVID-3074,1
COVID/,COVID-1754,1
COVID/,COVID-372,1
COVID/,COVID-34,1
COVID/,COVID-3451,1
COVID/,COVID-3572,1
COVID/,COVID-3002,1
COVID/,COVID-1217,1
COVID/,COVID-3046,1
COVID/,COVID-222,1
COVID/,COVID-140,1
COVID/,COVID-3514,1
COVID/,COVID-2426,1
COVID/,COVID-1067,1
COVID/,COVID-1661,1
COVID/,COVID-1472,1
COVID/,COVID-1432,1
COVID/,COVID-1335,1
COVID/,COVID-3283,1
COVID/,COVID-1911,1
COVID/,COVID-763,1
COVID/,COVID-72,1
COVID/,COVID-249,1
COVID/,COVID-2955,1
COVID/,COVID-3206,1
COVID/,COVID-2449,1
COVID/,COVID-666,1
COVID/,COVID-3319,1
COVID/,COVID-1386,1
COVID/,COVID-1575,1
COVID/,COVID-2956,1
COVID/,COVID-2457,1
COVID/,COVID-1644,1
COVID/,COVID-1373,1
COVID/,COVID-290,1
COVID/,COVID-1023,1
COVID/,COVID-867,1
COVID/,COVID-3056,1
COVID/,COVID-216,1
